PA,R,H,Db,HR,RBI,BB,SO
473,68,99,15,19,53,62,59.0
70,4,6,2,0,1,3,19.0
409,58,87,18,12,55,66,83.0
467,57,107,17,12,57,75,51.0
229,37,56,17,8,38,31,29.0
290,30,59,10,1,32,18,29.0
408,44,117,17,10,54,22,64.0
72,2,12,1,1,4,5,11.0
79,14,22,1,0,5,1,9.0
408,46,114,22,8,43,28,39.0
335,41,80,10,12,46,27,99.0
112,11,19,4,2,11,16,8.0
611,94,145,29,30,82,84,81.0
544,74,112,19,22,58,70,97.0
182,16,48,7,1,18,4,19.0
266,31,47,5,2,23,26,32.0
545,85,141,26,26,86,46,88.0
167,16,37,8,2,22,11,39.0
245,24,50,7,3,19,20,23.0
302,42,62,16,3,31,29,22.0
477,44,107,18,0,26,19,38.0
113,7,20,4,0,9,13,17.0
349,29,83,10,2,29,5,18.0
448,63,114,30,9,55,29,55.0
66,4,13,3,1,6,3,14.0
647,74,145,19,28,90,38,111.0
598,68,153,24,8,80,27,50.0
238,21,59,11,3,22,6,20.0
64,10,17,4,3,11,4,17.0
650,81,143,30,21,78,54,121.0
662,85,170,23,11,74,38,46.0
208,26,47,10,7,26,25,23.0
561,84,161,23,3,38,24,34.0
425,76,114,22,14,59,29,39.0
91,2,18,4,0,4,2,13.0
644,76,135,24,14,79,63,84.0
131,22,34,7,2,9,9,20.0
467,60,91,12,15,51,53,96.0
223,21,60,16,2,18,15,37.0
445,39,98,15,2,27,36,77.0
72,6,14,2,1,9,5,11.0
87,18,14,3,1,4,8,16.0
456,52,120,14,8,69,26,76.0
477,65,113,17,16,62,76,62.0
499,60,140,21,11,46,34,45.0
572,62,132,22,4,47,27,44.0
284,25,74,12,0,29,34,16.0
384,34,79,18,12,44,36,52.0
165,20,34,5,4,22,28,17.0
664,87,174,28,32,103,72,110.0
95,10,11,5,1,3,4,27.0
57,5,10,3,0,2,9,5.0
64,7,6,1,1,4,7,19.0
334,34,94,12,1,37,23,21.0
151,17,37,9,5,22,23,16.0
458,60,116,23,17,56,42,101.0
67,1,6,0,0,2,4,19.0
266,29,70,7,8,30,5,13.0
566,57,134,21,3,57,78,40.0
140,16,29,4,7,20,2,15.0
224,19,53,13,3,26,20,43.0
615,81,140,23,9,53,75,49.0
388,48,92,21,6,42,38,35.0
395,50,119,15,9,47,14,19.0
392,45,93,9,6,32,36,55.0
366,45,97,17,6,33,18,59.0
186,23,43,4,5,26,17,28.0
289,30,64,12,8,21,29,40.0
521,50,130,24,17,55,28,93.0
622,105,150,25,9,48,103,80.0
389,43,98,8,9,37,64,42.0
216,21,50,6,6,26,12,19.0
484,50,128,32,10,54,44,82.0
594,73,168,33,18,97,51,76.0
244,34,62,15,3,26,24,30.0
658,88,182,28,20,92,46,95.0
368,43,101,14,2,31,43,27.0
169,20,42,7,2,15,4,21.0
146,11,30,6,1,11,9,24.0
305,20,65,12,0,21,49,42.0
518,56,123,24,4,41,30,76.0
57,5,8,2,0,7,3,15.0
439,75,117,25,20,68,50,63.0
353,31,67,9,11,46,42,103.0
427,40,97,24,6,43,44,60.0
211,23,54,9,4,25,15,29.0
582,75,153,41,16,84,57,71.0
592,65,136,24,12,70,55,71.0
62,4,5,0,0,3,2,32.0
131,6,31,9,0,11,10,11.0
394,40,103,22,2,39,13,45.0
458,43,77,14,14,49,52,140.0
379,41,80,16,8,39,27,33.0
59,3,13,2,0,5,1,8.0
92,5,15,5,0,9,4,11.0
193,18,37,6,5,16,16,55.0
484,59,108,23,22,76,67,69.0
74,11,14,0,3,5,7,10.0
169,22,36,3,1,17,20,27.0
165,16,36,7,6,22,20,24.0
58,6,10,3,0,5,11,13.0
81,5,16,4,1,11,5,17.0
70,9,17,1,0,6,3,6.0
372,42,78,12,12,49,35,58.0
57,5,12,1,1,8,8,8.0
183,19,44,8,0,18,18,25.0
328,33,76,11,8,32,21,50.0
419,53,90,17,12,49,41,37.0
612,47,156,27,17,98,51,89.0
273,25,49,7,13,29,22,57.0
570,75,132,19,35,100,39,150.0
74,5,12,2,1,5,2,25.0
115,11,22,3,2,10,16,28.0
567,43,154,36,9,70,42,62.0
87,6,21,2,0,11,8,4.0
149,18,37,7,1,16,11,27.0
71,3,16,2,1,8,2,15.0
211,14,44,2,0,14,27,13.0
113,13,19,3,3,5,12,28.0
313,40,87,12,4,13,22,36.0
88,9,22,4,1,7,2,6.0
67,6,11,1,1,1,3,8.0
524,63,135,25,17,66,34,52.0
328,43,92,16,10,45,22,33.0
71,4,9,0,0,5,7,20.0
56,5,5,0,0,1,7,21.0
184,20,31,9,6,18,15,49.0
471,55,99,21,4,42,51,56.0
551,95,142,20,3,34,42,36.0
84,6,8,1,0,3,2,29.0
262,22,60,17,3,26,19,21.0
295,34,80,20,8,38,31,46.0
608,81,128,16,6,30,60,96.0
573,78,125,21,24,69,54,70.0
558,74,144,17,21,87,35,116.0
373,41,74,11,8,49,47,66.0
411,48,91,15,1,36,50,22.0
65,7,14,1,1,11,5,12.0
561,64,137,13,17,67,51,61.0
366,52,87,13,15,60,49,55.0
174,12,34,9,0,7,4,17.0
64,3,8,0,0,4,1,17.0
593,73,128,26,32,95,70,117.0
500,56,119,20,22,74,55,83.0
61,3,10,1,0,3,1,11.0
345,27,89,14,4,32,17,31.0
530,68,153,21,12,68,49,24.0
68,5,12,1,1,6,5,14.0
73,5,12,1,1,3,5,11.0
209,20,54,6,1,10,12,22.0
406,40,86,14,3,33,26,40.0
518,47,132,17,17,65,43,127.0
94,8,23,3,6,16,4,19.0
253,27,56,14,10,33,29,39.0
526,66,115,18,10,50,69,81.0
305,34,79,15,4,32,21,31.0
87,12,22,6,4,16,4,14.0
208,18,46,6,6,20,21,23.0
305,37,59,9,5,24,49,43.0
243,21,67,8,1,18,9,26.0
631,75,172,22,5,75,26,98.0
85,2,6,0,0,3,3,40.0
654,84,183,41,12,82,50,68.0
155,15,31,3,4,14,12,29.0
90,5,9,1,0,4,1,32.0
56,5,12,2,0,4,4,10.0
197,10,35,11,1,16,14,27.0
191,15,32,9,1,13,19,11.0
73,3,16,0,0,4,4,7.0
293,41,75,10,2,21,28,30.0
76,5,14,4,0,2,5,10.0
584,77,131,23,9,33,68,60.0
181,26,35,4,1,15,28,21.0
100,8,13,4,1,10,12,15.0
682,95,164,28,15,47,59,74.0
208,21,44,7,6,20,29,42.0
128,5,17,5,1,8,11,17.0
605,65,150,27,2,49,55,42.0
136,12,26,4,5,16,10,39.0
95,11,17,9,0,11,7,19.0
54,4,15,3,3,8,1,11.0
619,76,161,30,16,70,68,73.0
429,48,98,12,0,25,22,72.0
163,17,38,9,1,17,8,31.0
504,72,93,20,16,59,89,54.0
174,16,48,7,6,25,9,25.0
604,104,170,31,18,81,51,85.0
143,19,27,4,0,6,12,20.0
72,9,16,1,3,11,2,8.0
302,41,70,11,7,36,28,33.0
427,54,100,34,10,49,57,43.0
167,17,48,10,1,17,22,23.0
687,131,178,24,36,121,90,110.0
546,55,107,17,17,75,62,105.0
680,115,178,30,33,111,86,90.0
111,9,21,3,1,5,13,12.0
311,32,74,13,5,36,17,50.0
519,56,123,17,20,75,51,65.0
147,11,25,4,3,7,10,31.0
307,35,78,22,6,22,26,36.0
98,1,8,2,0,2,0,22.0
73,3,12,2,0,5,1,12.0
202,25,51,11,5,24,16,31.0
65,7,10,1,1,5,3,11.0
588,53,124,24,8,53,58,62.0
473,40,106,16,5,45,52,47.0
557,62,143,26,3,38,61,27.0
613,63,145,23,11,58,49,106.0
483,49,115,19,13,66,60,64.0
664,70,184,38,8,84,44,44.0
353,29,70,7,1,17,19,60.0
268,30,58,6,10,38,19,29.0
190,10,47,5,0,12,3,34.0
384,35,93,16,4,41,27,63.0
340,36,60,11,2,21,24,44.0
456,65,129,32,9,63,25,58.0
92,16,19,3,0,1,10,22.0
138,13,30,6,0,7,15,22.0
663,80,163,42,27,114,44,106.0
586,68,154,29,12,69,28,89.0
614,76,151,26,26,88,46,91.0
64,6,11,2,1,5,2,19.0
61,2,6,0,1,4,0,21.0
580,51,163,22,15,70,31,73.0
85,4,12,0,0,3,3,27.0
285,18,61,11,6,43,28,57.0
197,23,50,10,0,24,9,19.0
198,20,51,7,0,20,12,21.0
97,11,16,0,0,7,9,11.0
93,19,25,2,3,6,7,15.0
144,10,30,4,7,16,13,25.0
476,54,102,12,4,35,48,70.0
133,11,32,6,2,16,12,7.0
160,19,43,9,2,16,11,12.0
519,57,116,24,15,66,68,94.0
89,6,14,0,1,7,5,8.0
125,9,25,4,1,14,7,8.0
512,66,136,25,8,44,36,48.0
97,4,17,2,0,12,5,14.0
56,4,5,0,0,3,4,18.0
517,58,126,23,19,67,39,57.0
93,3,18,2,2,11,6,27.0
114,10,24,9,1,14,9,17.0
72,4,9,0,0,0,6,20.0
720,133,183,32,11,71,97,70.0
131,11,21,6,0,12,20,23.0
668,82,185,13,7,58,36,48.0
70,2,14,3,0,5,8,11.0
136,14,36,4,2,10,7,12.0
192,25,46,4,1,16,12,23.0
477,73,117,21,2,38,53,32.0
623,68,163,38,5,53,35,26.0
117,5,22,4,3,14,10,27.0
531,90,112,20,17,51,71,111.0
647,73,163,16,0,43,40,35.0
83,4,20,2,0,3,2,28.0
104,10,21,3,1,6,6,10.0
61,5,13,0,2,11,3,11.0
63,8,12,4,0,1,2,9.0
75,4,13,1,0,2,8,12.0
88,2,13,1,0,5,0,19.0
689,90,191,34,39,126,52,102.0
252,37,64,11,3,22,17,17.0
86,9,13,2,1,7,2,11.0
726,121,211,47,27,102,58,97.0
234,24,55,7,8,24,17,27.0
329,37,88,17,1,20,11,21.0
343,37,80,16,1,22,8,54.0
71,0,8,0,0,2,0,13.0
366,45,84,13,19,64,30,35.0
164,12,32,4,2,12,14,26.0
237,23,50,12,4,23,33,22.0
104,5,12,1,0,2,1,27.0
158,17,46,7,1,18,8,8.0
555,52,121,14,0,45,52,28.0
303,32,63,10,3,30,28,35.0
502,47,111,13,1,30,33,31.0
59,5,12,1,0,3,2,13.0
75,3,5,0,0,2,2,29.0
152,23,34,7,3,12,16,17.0
510,52,124,16,14,45,17,80.0
611,80,152,28,12,57,44,46.0
71,14,18,1,2,5,4,16.0
699,94,165,25,8,48,51,79.0
692,94,175,18,5,41,58,73.0
669,104,136,16,40,109,128,148.0
62,4,11,2,3,4,6,8.0
79,7,13,2,3,7,3,23.0
334,49,86,19,8,46,17,41.0
57,2,8,2,0,4,1,17.0
202,20,42,6,2,17,11,39.0
77,6,10,0,0,4,6,26.0
349,52,84,15,5,27,18,64.0
357,43,90,12,7,36,20,64.0
71,3,11,1,0,2,1,23.0
650,76,185,39,13,108,41,51.0
135,16,20,2,0,8,11,21.0
612,52,140,21,18,84,99,83.0
290,21,86,13,0,28,11,27.0
520,70,124,24,18,62,58,68.0
77,13,22,6,1,11,7,12.0
547,83,158,31,8,45,41,55.0
626,69,134,30,3,50,64,36.0
167,11,34,5,0,8,10,12.0
100,6,11,3,0,2,1,26.0
298,31,67,12,2,22,29,37.0
85,7,13,3,1,9,5,12.0
180,21,34,4,1,11,22,11.0
598,54,134,31,10,66,40,44.0
132,5,34,6,3,28,14,10.0
65,5,9,2,0,4,10,9.0
242,21,72,15,2,33,8,31.0
473,63,108,15,26,74,47,128.0
70,2,8,0,0,6,4,32.0
423,30,76,14,2,28,35,64.0
267,18,55,9,1,22,13,26.0
492,56,125,23,6,65,56,63.0
490,39,121,20,3,40,21,57.0
78,7,11,5,0,6,12,17.0
82,11,24,7,3,6,2,8.0
227,38,48,6,2,8,27,36.0
192,21,30,6,5,18,23,50.0
437,51,82,17,17,51,57,98.0
623,70,134,20,18,76,99,128.0
91,4,17,3,0,10,3,14.0
686,81,177,28,20,79,54,73.0
605,78,143,27,17,77,87,72.0
521,64,122,13,3,20,40,68.0
63,4,11,4,2,10,6,9.0
74,2,3,0,0,2,1,20.0
581,83,161,31,14,66,57,64.0
187,14,36,8,1,13,17,20.0
136,16,32,8,2,16,10,18.0
347,33,87,13,1,29,21,46.0
72,6,12,0,0,1,2,20.0
67,2,7,0,0,3,1,20.0
85,8,15,4,0,5,5,21.0
655,99,177,26,27,104,61,98.0
62,5,15,2,2,4,8,10.0
106,5,17,3,1,9,1,23.0
294,30,65,10,13,43,18,48.0
364,51,81,15,8,38,46,64.0
257,28,50,7,6,27,22,34.0
92,5,18,3,1,3,3,13.0
151,11,30,7,6,23,8,34.0
345,31,77,13,3,44,24,37.0
247,14,53,12,2,29,20,43.0
340,32,83,16,10,55,28,57.0
647,54,156,33,19,70,55,97.0
676,76,173,34,19,88,44,98.0
152,24,40,5,3,19,15,16.0
538,75,138,24,9,44,35,103.0
604,76,129,19,5,41,48,78.0
344,28,78,7,4,26,22,50.0
469,49,107,18,2,32,27,56.0
170,14,46,9,6,37,18,23.0
78,2,7,1,1,2,1,22.0
207,15,39,3,1,16,22,39.0
720,94,206,40,12,72,67,70.0
579,52,143,35,11,77,20,51.0
400,53,88,15,17,56,50,55.0
585,83,139,20,0,22,65,43.0
190,17,45,7,2,17,10,25.0
533,55,135,25,11,65,25,79.0
663,91,176,25,7,51,18,103.0
611,90,159,22,2,33,33,75.0
664,99,169,26,32,116,58,77.0
278,32,66,8,9,44,31,37.0
150,7,39,8,1,14,5,14.0
207,25,46,9,4,22,15,27.0
681,79,175,28,18,80,41,82.0
437,38,101,24,10,56,54,29.0
366,31,68,8,15,41,23,57.0
210,21,44,5,6,28,5,36.0
415,59,109,20,17,53,33,59.0
662,102,178,42,17,80,72,58.0
318,30,69,12,12,36,30,61.0
80,15,20,4,3,11,8,16.0
265,21,48,7,11,26,29,56.0
357,40,89,18,6,42,52,29.0
415,66,89,16,7,26,38,52.0
92,9,19,2,2,8,9,14.0
225,24,47,11,7,16,10,42.0
433,51,94,16,3,34,45,55.0
53,2,5,0,0,1,4,7.0
100,8,11,1,2,8,9,47.0
679,107,171,29,43,123,32,156.0
219,16,50,7,4,27,20,22.0
128,9,25,6,4,24,8,24.0
499,68,122,19,1,26,56,63.0
403,38,73,16,9,34,53,71.0
142,11,36,4,0,8,8,1.0
629,72,173,28,29,94,54,75.0
118,15,20,4,0,12,7,22.0
288,31,71,7,3,32,40,27.0
488,58,107,23,28,77,45,139.0
260,38,64,11,12,41,33,35.0
135,20,33,2,2,9,21,17.0
360,51,91,14,14,49,35,81.0
526,56,144,23,3,45,42,25.0
342,33,86,17,2,29,6,57.0
558,84,129,29,27,89,38,68.0
630,88,174,36,11,83,63,54.0
643,85,177,39,26,87,24,86.0
340,26,67,8,4,25,34,25.0
382,60,119,17,8,39,18,43.0
500,31,100,16,9,52,34,78.0
316,42,74,8,7,44,33,40.0
95,7,16,3,1,9,14,19.0
497,44,97,15,2,38,43,70.0
206,16,38,7,2,10,19,34.0
533,58,124,23,5,52,52,59.0
97,10,21,5,4,15,3,21.0
726,109,203,31,6,55,89,44.0
145,18,26,6,2,9,6,44.0
395,42,96,15,8,48,25,51.0
486,33,91,16,3,32,25,45.0
112,17,29,2,2,14,13,22.0
87,8,14,3,0,3,4,20.0
423,33,87,14,0,17,28,24.0
373,49,97,12,0,24,34,61.0
115,6,27,3,0,16,17,17.0
58,2,9,3,0,6,6,9.0
567,74,147,28,20,80,48,52.0
422,42,107,21,13,69,38,37.0
313,33,61,6,14,34,39,37.0
613,61,159,23,16,73,48,79.0
95,6,24,7,1,11,9,19.0
253,32,55,11,5,26,19,33.0
218,20,47,7,6,22,16,36.0
279,36,71,9,1,19,14,16.0
187,28,43,7,3,29,11,33.0
163,19,42,8,7,22,13,23.0
628,75,144,21,32,85,57,94.0
61,3,12,0,1,3,3,7.0
90,5,15,1,2,8,18,23.0
472,51,122,21,11,67,24,38.0
374,47,93,12,3,24,25,35.0
356,46,69,17,11,43,31,60.0
709,108,162,25,3,49,86,62.0
464,52,135,17,8,44,21,47.0
70,6,8,2,1,2,4,25.0
378,42,97,8,3,31,40,39.0
89,8,16,2,1,10,2,20.0
669,75,175,32,27,106,64,57.0
257,32,67,6,13,41,11,48.0
155,16,33,5,4,17,10,33.0
237,36,55,9,10,36,21,32.0
412,59,105,24,10,47,25,54.0
580,71,121,27,25,97,61,108.0
52,4,11,1,1,4,3,12.0
455,47,100,14,9,44,58,54.0
223,27,57,13,3,23,19,30.0
165,15,23,3,0,6,17,26.0
249,33,65,9,11,44,43,29.0
189,17,44,7,2,16,16,35.0
492,59,136,24,2,44,33,41.0
600,46,130,26,4,58,52,72.0
248,30,71,13,5,36,37,27.0
160,24,40,5,0,8,10,23.0
132,8,25,3,2,13,9,15.0
559,60,145,34,15,78,27,83.0
685,96,187,28,12,95,73,68.0
59,4,7,0,0,1,5,22.0
469,42,92,14,5,43,45,58.0
311,36,81,9,1,23,14,33.0
635,63,166,28,11,67,27,59.0
154,15,31,4,3,9,8,33.0
75,7,10,1,0,3,1,19.0
426,29,101,26,2,24,24,23.0
57,5,12,2,1,5,7,11.0
678,80,161,34,27,116,97,78.0
128,11,17,3,2,12,10,19.0
546,87,157,21,21,81,42,74.0
200,33,39,10,10,30,24,48.0
68,6,13,5,2,8,4,12.0
579,55,134,25,19,94,47,99.0
54,4,6,0,0,4,2,16.0
423,47,88,18,9,46,31,66.0
583,73,132,23,17,86,41,80.0
139,14,31,8,4,23,9,14.0
484,40,112,15,0,35,43,76.0
612,77,147,23,20,82,53,79.0
64,0,5,0,0,2,0,25.0
380,37,76,11,11,34,40,58.0
54,3,9,0,0,4,1,11.0
612,94,149,26,3,32,63,60.0
83,5,16,4,1,9,5,13.0
189,28,47,8,1,10,17,18.0
86,10,13,1,3,9,5,13.0
626,92,143,18,4,41,66,69.0
259,27,61,13,7,28,37,25.0
188,20,43,11,9,32,17,15.0
103,9,25,2,2,10,6,16.0
548,86,132,30,23,96,69,86.0
195,22,41,9,2,21,23,24.0
628,65,148,28,23,91,70,66.0
152,17,31,5,1,10,13,12.0
666,87,188,31,27,91,58,134.0
57,1,6,0,0,1,1,25.0
424,56,104,20,4,38,26,22.0
382,30,62,10,10,45,52,103.0
483,60,93,11,16,63,77,70.0
162,17,32,9,2,10,23,17.0
738,121,186,37,32,104,96,115.0
56,6,13,1,1,6,4,3.0
254,29,63,5,3,19,17,15.0
150,17,30,4,1,14,12,20.0
394,20,87,15,2,33,24,71.0
395,54,83,20,21,43,26,60.0
146,24,35,3,2,10,12,17.0
521,46,114,13,3,35,46,46.0
134,13,25,2,6,19,15,24.0
382,23,89,12,0,17,12,41.0
304,26,70,8,5,27,24,36.0
172,8,41,11,0,16,2,16.0
100,7,21,4,1,5,7,13.0
595,67,149,22,24,86,30,122.0
718,82,188,22,3,79,43,68.0
223,18,74,19,1,18,5,12.0
306,33,56,9,12,28,24,84.0
644,55,154,29,5,65,44,81.0
151,17,23,2,10,27,25,18.0
658,61,173,27,3,56,30,51.0
348,45,94,17,5,52,17,35.0
665,79,180,32,5,46,16,46.0
64,6,14,2,0,5,4,11.0
218,20,51,7,1,10,9,43.0
430,60,104,17,4,45,43,63.0
653,72,175,27,8,86,24,64.0
486,54,121,26,24,72,29,72.0
611,92,150,23,27,91,63,103.0
384,71,120,17,4,31,33,37.0
91,9,15,3,0,4,7,21.0
83,5,14,0,0,3,1,14.0
478,49,121,14,15,65,20,105.0
432,60,93,15,18,58,57,70.0
436,44,109,20,7,56,29,32.0
442,53,101,8,4,30,4,33.0
229,19,65,9,0,16,24,11.0
414,53,74,9,22,64,68,69.0
216,25,47,5,8,17,36,36.0
594,85,162,29,16,72,49,105.0
332,31,66,8,4,33,33,35.0
83,1,8,0,0,1,3,22.0
480,55,118,12,2,29,15,49.0
675,88,213,21,5,71,59,23.0
271,41,59,13,5,19,41,29.0
153,25,37,6,1,9,10,18.0
164,25,42,11,4,22,12,23.0
299,43,66,13,7,30,35,55.0
61,2,13,2,0,8,0,1.0
121,4,29,4,2,11,5,11.0
108,4,16,3,0,8,4,21.0
410,44,94,14,2,44,53,38.0
299,40,55,9,1,26,42,28.0
165,11,38,5,0,19,15,26.0
624,61,174,35,5,69,37,34.0
622,85,164,27,16,67,59,84.0
508,49,118,21,13,64,26,72.0
91,12,27,3,2,8,10,15.0
233,36,46,9,1,12,27,22.0
374,42,98,23,14,43,19,56.0
597,113,147,27,16,58,86,81.0
364,42,85,12,10,35,38,62.0
657,83,171,31,15,94,97,89.0
480,57,122,28,9,69,32,75.0
446,52,114,18,7,43,32,63.0
622,67,154,23,4,49,49,56.0
62,4,10,0,0,2,3,14.0
185,21,40,6,2,16,5,12.0
209,15,45,10,5,20,9,26.0
132,5,22,3,1,11,23,18.0
80,8,14,4,0,4,5,10.0
68,1,8,0,0,1,3,17.0
129,15,31,8,3,19,14,17.0
95,7,18,2,3,10,13,27.0
161,17,30,5,2,12,18,18.0
176,12,38,5,4,17,8,32.0
635,80,174,31,27,107,65,87.0
461,53,93,27,9,43,55,61.0
61,3,5,3,0,4,0,27.0
254,27,60,16,5,30,13,15.0
257,24,56,10,1,25,5,16.0
584,67,117,17,25,81,55,141.0
100,5,15,2,0,5,7,13.0
483,64,116,19,7,40,32,73.0
431,52,114,19,1,30,32,41.0
77,7,14,0,1,7,7,11.0
317,28,60,11,0,19,15,34.0
415,51,109,23,16,61,50,62.0
402,43,88,14,12,50,40,67.0
322,28,82,13,5,30,21,21.0
109,11,31,6,1,10,4,9.0
237,26,61,12,12,37,21,47.0
108,5,24,4,1,12,10,17.0
79,6,16,3,1,7,12,12.0
464,39,97,24,7,43,18,72.0
361,37,91,12,7,41,40,54.0
570,54,127,16,14,57,33,99.0
156,14,37,4,4,22,10,19.0
80,8,21,2,0,3,7,18.0
89,6,13,2,1,8,7,28.0
297,15,62,10,2,29,14,30.0
101,13,26,4,1,6,7,13.0
613,68,147,23,35,118,44,119.0
525,67,100,15,32,74,49,137.0
334,37,61,10,8,36,29,77.0
89,2,8,0,0,3,1,23.0
204,18,54,9,6,22,19,23.0
76,5,10,1,0,2,1,19.0
130,8,23,1,0,11,12,10.0
150,13,29,2,3,7,2,35.0
168,32,40,12,2,22,25,28.0
520,66,152,26,12,70,32,61.0
57,4,12,4,2,7,0,7.0
57,10,10,0,1,2,1,6.0
477,39,110,11,11,47,29,35.0
187,21,47,9,3,26,10,27.0
651,70,179,31,14,74,40,62.0
71,3,4,0,0,3,2,19.0
71,3,4,0,0,0,4,26.0
284,31,54,16,10,35,18,78.0
534,68,122,14,6,37,39,42.0
533,60,121,18,17,59,41,75.0
89,10,20,2,1,2,8,12.0
85,3,8,0,0,0,1,24.0
97,11,23,6,0,7,8,14.0
187,22,40,9,3,18,23,37.0
493,46,98,13,4,32,31,97.0
574,77,146,34,20,76,51,83.0
566,76,155,27,21,86,47,123.0
294,36,71,6,14,40,38,43.0
66,4,12,3,1,10,6,12.0
309,31,65,11,0,9,34,19.0
76,6,15,1,3,15,6,21.0
93,13,21,4,2,12,15,7.0
267,32,59,11,9,36,31,36.0
52,8,11,2,2,7,3,11.0
307,34,64,13,8,28,33,54.0
124,15,29,8,1,20,12,23.0
477,47,98,13,13,58,56,80.0
600,84,140,28,23,79,77,97.0
83,13,16,3,0,3,9,13.0
258,29,68,11,5,19,13,29.0
435,38,102,16,4,44,26,29.0
76,6,21,3,0,3,2,8.0
278,25,68,14,5,28,19,29.0
380,53,85,10,7,31,34,32.0
541,68,127,27,21,65,40,93.0
97,6,14,1,3,5,6,29.0
570,64,122,28,13,66,68,82.0
273,24,51,13,5,37,29,49.0
76,8,23,5,1,6,0,12.0
608,101,143,21,14,82,103,97.0
662,91,207,44,23,110,41,33.0
309,40,65,17,12,43,39,54.0
107,4,17,3,1,8,10,15.0
309,37,63,11,4,21,40,42.0
604,82,166,19,6,50,29,80.0
62,4,6,0,0,1,2,27.0
571,68,146,26,20,75,34,69.0
361,30,96,13,3,42,34,47.0
86,1,9,0,0,4,0,22.0
418,62,91,13,2,25,32,70.0
158,18,35,8,0,13,6,9.0
84,5,17,3,0,5,4,12.0
235,22,56,5,1,22,12,16.0
141,17,32,5,0,12,17,22.0
397,44,78,8,7,29,51,50.0
57,4,9,2,1,7,8,16.0
203,13,44,7,2,17,10,26.0
539,59,138,17,16,80,34,71.0
382,37,92,12,4,38,18,48.0
438,50,89,21,6,43,66,39.0
331,38,87,14,11,45,20,52.0
688,97,166,28,18,92,78,122.0
557,64,148,25,15,70,28,73.0
379,41,111,21,3,42,33,44.0
120,8,24,8,2,10,9,29.0
586,66,152,20,9,83,56,79.0
691,94,176,32,36,100,79,134.0
647,93,143,18,33,88,74,111.0
705,97,180,26,29,110,107,87.0
162,9,37,5,3,17,8,12.0
465,56,90,11,20,65,58,55.0
71,5,14,2,1,3,5,16.0
141,14,28,5,1,14,12,18.0
144,9,40,11,2,19,8,14.0
96,4,11,0,0,6,2,21.0
93,7,24,4,3,12,5,18.0
103,16,14,0,0,1,8,11.0
75,2,18,1,1,9,12,10.0
581,57,149,26,18,80,53,50.0
169,17,47,11,0,11,16,10.0
193,21,40,8,1,10,15,17.0
601,54,134,26,3,38,41,97.0
509,49,121,16,12,60,44,56.0
100,9,29,7,0,14,7,9.0
360,27,101,19,0,34,20,27.0
211,23,42,5,0,10,15,26.0
73,12,17,1,0,3,1,7.0
438,50,120,23,9,50,28,39.0
98,6,18,3,0,11,5,15.0
109,6,16,4,0,10,7,15.0
104,8,18,2,1,10,8,15.0
591,67,130,18,3,43,46,63.0
397,35,93,21,4,29,25,69.0
219,24,48,15,7,34,15,46.0
85,6,23,7,1,14,2,20.0
655,73,173,28,16,94,41,89.0
629,75,137,16,33,98,41,120.0
664,72,175,42,22,101,42,116.0
72,5,8,3,0,1,2,26.0
592,77,156,27,15,78,36,79.0
283,37,85,16,1,33,16,32.0
689,93,180,24,0,31,57,47.0
79,5,5,1,0,3,6,29.0
149,9,33,6,2,15,11,21.0
76,5,13,1,0,4,7,10.0
419,52,92,12,7,47,61,38.0
466,63,90,11,2,29,60,115.0
360,52,70,9,24,51,61,73.0
505,62,120,24,4,37,42,86.0
128,18,24,6,1,9,0,21.0
93,8,26,4,1,6,7,5.0
493,56,98,16,11,68,60,79.0
259,27,57,12,10,36,6,63.0
288,32,71,11,4,25,12,28.0
59,3,7,1,0,2,2,16.0
583,63,165,12,0,31,16,69.0
519,66,135,19,9,55,59,45.0
169,11,31,6,2,16,12,27.0
92,10,16,1,3,9,10,33.0
718,106,192,38,8,60,87,69.0
73,12,7,1,2,9,13,14.0
629,51,157,22,2,48,26,70.0
91,8,16,1,2,5,6,13.0
87,6,15,2,0,2,5,12.0
70,2,15,1,0,3,0,13.0
664,86,162,24,2,31,86,42.0
603,75,173,38,6,67,37,31.0
269,24,64,14,4,27,12,51.0
140,13,23,6,3,13,14,18.0
455,69,100,21,7,22,52,71.0
113,8,26,1,0,8,7,11.0
571,61,137,15,6,60,22,53.0
92,9,28,6,0,4,2,10.0
262,24,62,12,2,24,14,38.0
708,98,184,25,28,122,44,102.0
153,18,34,4,0,4,18,28.0
716,103,195,37,27,86,71,89.0
254,20,59,12,2,17,21,30.0
326,40,94,13,4,33,9,23.0
50,4,10,1,0,3,4,3.0
152,10,30,5,0,6,4,20.0
64,0,7,0,0,2,2,23.0
393,36,73,19,10,44,58,43.0
55,2,7,1,0,1,2,15.0
397,36,90,12,1,31,29,25.0
314,34,72,6,0,23,31,20.0
107,9,35,9,0,11,9,7.0
247,22,47,13,1,21,15,41.0
103,5,24,3,0,3,10,14.0
298,25,70,12,0,19,25,24.0
67,2,8,2,0,7,4,27.0
114,11,28,8,2,11,12,33.0
68,3,6,2,0,1,2,26.0
50,2,7,3,0,2,1,18.0
168,23,30,1,3,11,6,15.0
184,12,27,4,0,12,4,38.0
236,20,55,7,3,17,6,38.0
528,67,121,20,5,33,29,46.0
737,105,191,36,15,69,28,168.0
700,114,200,36,19,84,52,101.0
51,3,5,0,0,5,3,18.0
